id	name
47021	Nashville-Davidson-Murfreesboro-Franklin, TN
47023	Jackson, TN
47037	Nashville-Davidson-Murfreesboro-Franklin, TN
47043	Nashville-Davidson-Murfreesboro-Franklin, TN
47047	Memphis, TN-MS-AR
47057	Morristown, TN
47063	Morristown, TN
47065	Chattanooga, TN-GA
47073	Kingsport-Bristol-Bristol, TN-VA
47081	Nashville-Davidson-Murfreesboro-Franklin, TN
47089	Morristown, TN
47093	Knoxville, TN
47105	Knoxville, TN
47111	Nashville-Davidson-Murfreesboro-Franklin, TN
47113	Jackson, TN
47115	Chattanooga, TN-GA
47125	Clarksville, TN-KY
47139	Cleveland, TN
47147	Nashville-Davidson-Murfreesboro-Franklin, TN
47149	Nashville-Davidson-Murfreesboro-Franklin, TN
47153	Chattanooga, TN-GA
47157	Memphis, TN-MS-AR
47159	Nashville-Davidson-Murfreesboro-Franklin, TN
47161	Clarksville, TN-KY
47163	Kingsport-Bristol-Bristol, TN-VA
47165	Nashville-Davidson-Murfreesboro-Franklin, TN
47167	Memphis, TN-MS-AR
47169	Nashville-Davidson-Murfreesboro-Franklin, TN
47171	Johnson City, TN
47173	Knoxville, TN
47179	Johnson City, TN
47187	Nashville-Davidson-Murfreesboro-Franklin, TN
47189	Nashville-Davidson-Murfreesboro-Franklin, TN
48007	Corpus Christi, TX
48009	Wichita Falls, TX
48011	Amarillo, TX
48013	San Antonio-New Braunfels, TX
48015	Houston-Sugar Land-Baytown, TX
48019	San Antonio-New Braunfels, TX
48021	Austin-Round Rock-San Marcos, TX
48027	Killeen-Temple-Fort Hood, TX
48029	San Antonio-New Braunfels, TX
48037	Texarkana, TX-Texarkana, AR
48039	Houston-Sugar Land-Baytown, TX
48041	College Station-Bryan, TX
48051	College Station-Bryan, TX
48055	Austin-Round Rock-San Marcos, TX
48057	Victoria, TX
48059	Abilene, TX
48061	Brownsville-Harlingen, TX
48065	Amarillo, TX
48071	Houston-Sugar Land-Baytown, TX
48077	Wichita Falls, TX
48085	Dallas-Plano-Irving, TX
48091	San Antonio-New Braunfels, TX
48099	Killeen-Temple-Fort Hood, TX
48107	Lubbock, TX
48113	Dallas-Plano-Irving, TX
48119	Dallas-Plano-Irving, TX
48121	Dallas-Plano-Irving, TX
48135	Odessa, TX
48139	Dallas-Plano-Irving, TX
48141	El Paso, TX
48157	Houston-Sugar Land-Baytown, TX
48167	Houston-Sugar Land-Baytown, TX
48175	Victoria, TX
48181	Sherman-Denison, TX
48183	Longview, TX
48187	San Antonio-New Braunfels, TX
48199	Beaumont-Port Arthur, TX
48201	Houston-Sugar Land-Baytown, TX
48209	Austin-Round Rock-San Marcos, TX
48215	McAllen-Edinburg-Mission, TX
48231	Dallas-Plano-Irving, TX
48235	San Angelo, TX
48245	Beaumont-Port Arthur, TX
48251	Fort Worth-Arlington, TX
48253	Abilene, TX
48257	Dallas-Plano-Irving, TX
48259	San Antonio-New Braunfels, TX
48281	Killeen-Temple-Fort Hood, TX
48291	Houston-Sugar Land-Baytown, TX
48303	Lubbock, TX
48309	Waco, TX
48325	San Antonio-New Braunfels, TX
48329	Midland, TX
48339	Houston-Sugar Land-Baytown, TX
48355	Corpus Christi, TX
48361	Beaumont-Port Arthur, TX
48367	Fort Worth-Arlington, TX
48375	Amarillo, TX
48381	Amarillo, TX
48395	College Station-Bryan, TX
48397	Dallas-Plano-Irving, TX
48401	Longview, TX
48407	Houston-Sugar Land-Baytown, TX
48409	Corpus Christi, TX
48423	Tyler, TX
48439	Fort Worth-Arlington, TX
48441	Abilene, TX
48451	San Angelo, TX
48453	Austin-Round Rock-San Marcos, TX
48459	Longview, TX
48469	Victoria, TX
48473	Houston-Sugar Land-Baytown, TX
48479	Laredo, TX
48485	Wichita Falls, TX
48491	Austin-Round Rock-San Marcos, TX
48493	San Antonio-New Braunfels, TX
48497	Fort Worth-Arlington, TX
49005	Logan, UT-ID
49011	Ogden-Clearfield, UT
49023	Provo-Orem, UT
49029	Ogden-Clearfield, UT
49035	Salt Lake City, UT
49043	Salt Lake City, UT
49045	Salt Lake City, UT
49049	Provo-Orem, UT
49053	St. George, UT
49057	Ogden-Clearfield, UT
50007	Burlington-South Burlington, VT
50011	Burlington-South Burlington, VT
50013	Burlington-South Burlington, VT
51003	Charlottesville, VA
51007	Richmond, VA
51009	Lynchburg, VA
51011	Lynchburg, VA
51013	Washington-Arlington-Alexandria DC-VA
51019	Lynchburg, VA
51023	Roanoke, VA
51031	Lynchburg, VA
51033	Richmond, VA
51036	Richmond, VA
51041	Richmond, VA
51043	Washington-Arlington-Alexandria DC-VA
51045	Roanoke, VA
51049	Richmond, VA
51053	Richmond, VA
51059	Washington-Arlington-Alexandria DC-VA
51061	Washington-Arlington-Alexandria DC-VA
51065	Charlottesville, VA
51067	Roanoke, VA
51069	Winchester, VA-WV
51071	Blacksburg-Christiansburg-Radford, VA
51073	Virginia Beach-Norfolk-Newport News, VA
51075	Richmond, VA
51079	Charlottesville, VA
51085	Richmond, VA
51087	Richmond, VA
51093	Virginia Beach-Norfolk-Newport News, VA
51095	Virginia Beach-Norfolk-Newport News, VA
51097	Richmond, VA
51101	Richmond, VA
51107	Washington-Arlington-Alexandria DC-VA
51109	Richmond, VA
51115	Virginia Beach-Norfolk-Newport News, VA
51121	Blacksburg-Christiansburg-Radford, VA
51125	Charlottesville, VA
51127	Richmond, VA
51143	Danville, VA
51145	Richmond, VA
51149	Richmond, VA
51153	Washington-Arlington-Alexandria DC-VA
51155	Blacksburg-Christiansburg-Radford, VA
51161	Roanoke, VA
51165	Harrisonburg, VA
51169	Kingsport-Bristol-Bristol, TN-VA
51177	Washington-Arlington-Alexandria DC-VA
51179	Washington-Arlington-Alexandria DC-VA
51181	Virginia Beach-Norfolk-Newport News, VA
51183	Richmond, VA
51187	Washington-Arlington-Alexandria DC-VA
51191	Kingsport-Bristol-Bristol, TN-VA
51199	Virginia Beach-Norfolk-Newport News, VA
51510	Washington-Arlington-Alexandria DC-VA
51515	Lynchburg, VA
51520	Kingsport-Bristol-Bristol, TN-VA
51540	Charlottesville, VA
51550	Virginia Beach-Norfolk-Newport News, VA
51570	Richmond, VA
51590	Danville, VA
51600	Washington-Arlington-Alexandria DC-VA
51610	Washington-Arlington-Alexandria DC-VA
51630	Washington-Arlington-Alexandria DC-VA
51650	Virginia Beach-Norfolk-Newport News, VA
51660	Harrisonburg, VA
51670	Richmond, VA
51680	Lynchburg, VA
51683	Washington-Arlington-Alexandria DC-VA
51685	
51700	Virginia Beach-Norfolk-Newport News, VA
51710	Virginia Beach-Norfolk-Newport News, VA
51730	Richmond, VA
51735	Virginia Beach-Norfolk-Newport News, VA
51740	Virginia Beach-Norfolk-Newport News, VA
51750	Blacksburg-Christiansburg-Radford, VA
51760	Richmond, VA
51770	Roanoke, VA
51775	Roanoke, VA
51800	Virginia Beach-Norfolk-Newport News, VA
51810	Virginia Beach-Norfolk-Newport News, VA
51830	Virginia Beach-Norfolk-Newport News, VA
51840	Winchester, VA-WV
53003	Lewiston, ID-WA
53005	Kennewick-Pasco-Richland, WA
53007	Wenatchee-East Wenatchee, WA
53011	Portland-Vancouver-Hillsboro, OR-WA
53015	Longview, WA
53017	Wenatchee-East Wenatchee, WA
53021	Kennewick-Pasco-Richland, WA
53033	Seattle-Bellevue-Everett, WA
53035	Bremerton-Silverdale, WA
53053	Tacoma, WA
53057	Mount Vernon-Anacortes, WA
53059	Portland-Vancouver-Hillsboro, OR-WA
53061	Seattle-Bellevue-Everett, WA
53063	Spokane, WA
53067	Olympia, WA
53073	Bellingham, WA
53077	Yakima, WA
54003	Hagerstown-Martinsburg, MD-WV
54005	Charleston, WV
54009	Steubenville-Weirton, WV-OH
54011	Huntington-Ashland, WV-KY-OH
54015	Charleston, WV
54027	Winchester, VA-WV
54029	Steubenville-Weirton, WV-OH
54037	Washington-Arlington-Alexandria DC-VA
54039	Charleston, WV
54043	Charleston, WV
54051	Wheeling, WV-OH
54057	Cumberland, MD-WV
54061	Morgantown, WV
54065	Hagerstown-Martinsburg, MD-WV
54069	Wheeling, WV-OH
54073	Parkersburg-Marietta-Vienna, WV-OH
54077	Morgantown, WV
54079	Charleston, WV
54099	Huntington-Ashland, WV-KY-OH
54105	Parkersburg-Marietta-Vienna, WV-OH
54107	Parkersburg-Marietta-Vienna, WV-OH
55009	Green Bay, WI
55015	Appleton, WI
55017	Eau Claire, WI
55021	Madison, WI
55025	Madison, WI
55031	Duluth, MN-WI
55035	Eau Claire, WI
55039	Fond du Lac, WI
55049	Madison, WI
55059	Lake County-Kenosha County, IL-WI
55061	Green Bay, WI
55063	La Crosse, WI-MN
55073	Wausau, WI
55079	Milwaukee-Waukesha-West Allis, WI
55083	Green Bay, WI
55087	Appleton, WI
55089	Milwaukee-Waukesha-West Allis, WI
55093	Minneapolis-St. Paul-Bloomington, MN-WI
55101	Racine, WI
55105	Janesville, WI
55109	Minneapolis-St. Paul-Bloomington, MN-WI
55117	Sheboygan, WI
55131	Milwaukee-Waukesha-West Allis, WI
55133	Milwaukee-Waukesha-West Allis, WI
55139	Oshkosh-Neenah, WI
56021	Cheyenne, WY
56025	Casper, WY
72003	Aguadilla-Isabela-San Sebastiﬂn, PR
72005	Aguadilla-Isabela-San Sebastiﬂn, PR
72007	San Juan-Caguas-Guaynabo, PR
72009	San Juan-Caguas-Guaynabo, PR
72011	Aguadilla-Isabela-San Sebastiﬂn, PR
72013	San Juan-Caguas-Guaynabo, PR
72015	Guayama, PR
72017	San Juan-Caguas-Guaynabo, PR
72019	San Juan-Caguas-Guaynabo, PR
72021	San Juan-Caguas-Guaynabo, PR
72023	San Germﬂn-Cabo Rojo, PR
72025	San Juan-Caguas-Guaynabo, PR
72027	San Juan-Caguas-Guaynabo, PR
72029	
72031	San Juan-Caguas-Guaynabo, PR
72033	San Juan-Caguas-Guaynabo, PR
72035	San Juan-Caguas-Guaynabo, PR
72037	Fajardo, PR
72039	San Juan-Caguas-Guaynabo, PR
72041	San Juan-Caguas-Guaynabo, PR
72045	San Juan-Caguas-Guaynabo, PR
72047	San Juan-Caguas-Guaynabo, PR
72051	San Juan-Caguas-Guaynabo, PR
72053	Fajardo, PR
72054	
72055	Yauco, PR
72057	Guayama, PR
72059	Yauco, PR
72061	San Juan-Caguas-Guaynabo, PR
72063	San Juan-Caguas-Guaynabo, PR
72065	San Juan-Caguas-Guaynabo, PR
72067	Mayag?ez, PR
72069	San Juan-Caguas-Guaynabo, PR
72071	Aguadilla-Isabela-San Sebastiﬂn, PR
72075	Ponce, PR
72077	San Juan-Caguas-Guaynabo, PR
72079	San Germﬂn-Cabo Rojo, PR
72081	Aguadilla-Isabela-San Sebastiﬂn, PR
72085	San Juan-Caguas-Guaynabo, PR
72087	San Juan-Caguas-Guaynabo, PR
72089	Fajardo, PR
72091	San Juan-Caguas-Guaynabo, PR
72095	San Juan-Caguas-Guaynabo, PR
72097	Mayag?ez, PR
72099	Aguadilla-Isabela-San Sebastiﬂn, PR
72101	San Juan-Caguas-Guaynabo, PR
72103	San Juan-Caguas-Guaynabo, PR
72105	San Juan-Caguas-Guaynabo, PR
72107	San Juan-Caguas-Guaynabo, PR
72109	Guayama, PR
72111	Yauco, PR
72113	Ponce, PR
72115	San Juan-Caguas-Guaynabo, PR
72117	Aguadilla-Isabela-San Sebastiﬂn, PR
72119	San Juan-Caguas-Guaynabo, PR
72121	San Germﬂn-Cabo Rojo, PR
72125	San Germﬂn-Cabo Rojo, PR
72127	San Juan-Caguas-Guaynabo, PR
72129	San Juan-Caguas-Guaynabo, PR
72131	Aguadilla-Isabela-San Sebastiﬂn, PR
72135	San Juan-Caguas-Guaynabo, PR
72137	San Juan-Caguas-Guaynabo, PR
72139	San Juan-Caguas-Guaynabo, PR
72143	San Juan-Caguas-Guaynabo, PR
72145	San Juan-Caguas-Guaynabo, PR
72149	Ponce, PR
72151	San Juan-Caguas-Guaynabo, PR
72153	Yauco, PR
